Source;Target;cri_comp;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;cft_duration;w_name;w_nuts;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_empl_cat
CZ00063517;CZ25607618;0,70316;MĚSTSKÁ ČÁST PRAHA 3;CZ0100;4;45262521-9;3;0;CZ010;0;ZŠ Lupáčova – rekonstrukce pláště budovy;197;BAU plus, a.s.;CZ0100;czechr;30-May-12;2012;1140634,1;1;invitation;price plus quality;regional/local ;100<x<=500
CZ00277037;CZ46678468;0,70305;Město Moravská Třebová;CZ0533;1;45232400-6;1;1;CZ053;0;Odkanalizování Udánek, Sušic, Boršova a modernizace ČOV - dodatečné stavební práce;;HOCHTIEF CZ a. s.;CZ0100;czechr;29-Feb-12;2012;204622,26;0;negotiation;lowest price;regional/local ;50<x<=100
CZ46956484;CZ46342796;0,70269;Římskokatolická farnost Velehrad;CZ0722;1;45000000-7;0;1;CZ072;;Rekonstrukce ploch nádvoří;;OHL ŽS, a.s.;CZ0642;czechr;25-Sep-12;2012;32837,688;0;negotiation;missing;other/private ;<=10
CZ61989100;CZ46678468;0,7026;VYSOKÁ ŠKOLA BÁŇSKÁ-TECHNICKÁ UNIVERZITA OSTRAVA;CZ0806;1;45000000-7;1;1;CZ080;0;"VŠB - TUO Nová budova fakulty elektrotechniky a informatiky""""";;HOCHTIEF CZ a. s.;CZ0100;czechr;26-Oct-12;2012;30203851;0;negotiation;lowest price;established by public law;500<x
CZ00278343;CZ26177005;0,70252;Město Špindlerův Mlýn;CZ0525;1;45233142-6;0;1;CZ052;0;„Rekonstrukce místní komunikace Špindlerův Mlýn – Špindlerova bouda - vícepráce“;;COLAS CZ, a.s.;CZ0100;czechr;19-Sep-12;2012;1887,0909;0;negotiation;missing;regional/local ;10<x<=25
CZ75125285;CZ45309612;0,70182;Dolní oblast VÍTKOVICE;CZ0806;1;45215222-9;1;1;CZ080;1;Dodatečné stavební vícepráce č. 3 na stavbě „Svět techniky - Science and Technology Centrum“;;S u b t e r r a  a.s.;CZ0100;czechr;13-Dec-12;2012;184931,19;0;negotiation;lowest price;other/private ;10<x<=25
CZ00090450;CZ46904662;0,701;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45213260-3;0;0;CZ063;0;Haly pro skladování posypového materiálu - I. etapa, dodatečné stavební práce;;AGROSTAV, akciová společnost;CZ0632;czechr;1-Nov-12;2012;391394,49;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00090450;CZ26944022;0,70095;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45221119-9;0;0;CZ063;1;III/03828 Cerekvička – most 03828-1, mimořádná opatření;;Mitrenga-stavby, spol. s r.o.;CZ0642;czechr;6-Dec-12;2012;198636,59;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00090450;CZ26944022;0,70095;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45221119-9;0;0;CZ063;1;III/15222 Chotěbudice most 15222-6, dodatečné stavební práce;;Mitrenga-stavby, spol. s r.o.;CZ0642;czechr;31-Oct-12;2012;182405,78;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00240931;CZ27357694;0,69951;MĚSTO ÚVALY;CZ0209;1;45247270-3;0;1;CZ020;0;„Revitalizace rybníků Fabrák, Kalák a Jámy“ – změna deponie sedimentu a dodatečné stavební práce na objektech;;ROCKNET s.r.o.;CZ0422;czechr;14-Nov-12;2012;50254,806;0;negotiation;missing;regional/local ;25<x<=50
CZ00261912;CZ26769611;0,69942;MĚSTO KADAŇ;CZ0422;1;45000000-7;0;1;CZ042;0;Multifunkční hřiště pro volnočasové aktivity Kadaň;;PETROM STAVBY, s.r.o.;CZ0100;czechr;21-Sep-12;2012;140333,2;0;negotiation;missing;regional/local ;50<x<=100
CZ00231126;CZ46678468;0,69845;MĚSTSKÁ ČÁST PRAHA 11;CZ0100;3;45212220-4;3;0;CZ010;0;Realizace multifunkčního objektu  - JEDENÁCTKA VS, Praha 11;;HOCHTIEF CZ a. s.;CZ0100;czechr;24-May-12;2012;16822994;0;open;price plus quality;regional/local ;100<x<=500
CZ00038113;CZ60838744;0,69781;Obec Libchavy;CZ0534;1;45232400-6;3;1;CZ053;;Splašková kanalizace Libchavy - dodatek č.6;;STRABAG  a.s.;CZ0100;czechr;29-May-12;2012;16543,697;0;negotiation;lowest price;regional/local ;<=10
CZ75125285;CZ45309612;0,6977;Dolní oblast VÍTKOVICE;CZ0806;1;45215222-9;1;1;CZ080;1;Dodatečné stavební vícepráce č. 2 na stavbě „Svět techniky - Science and Technology Centrum“;;S u b t e r r a  a.s.;CZ0100;czechr;15-Oct-12;2012;59837,139;0;negotiation;lowest price;other/private ;10<x<=25
CZ65349423;CZ26800527;0,69723;Úřad pro ochranu hospodářské soutěže;CZ0642;1;45213150-9;1;0;CZ064;1;Vnitřní rekonstrukce budovy pracoviště ÚOHS na tř. Kpt. Jaroše 7a, Brno - práce dle Dodatku č.1 SOD;;KROLSTAV BESKYD s.r.o.;CZ0802;czechr;10-Oct-12;2012;94009,339;0;negotiation;lowest price;national ;100<x<=500
CZ00090450;CZ46904662;0,69698;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45261000-4;0;0;CZ063;;Přístřešky na posypový materiál na parc.č. 1496/7, k.ú. Humpolec, dodatečné stavební práce;;AGROSTAV, akciová společnost;CZ0632;czechr;24-Dec-12;2012;62715,139;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00090450;CZ46904662;0,69678;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45261000-4;0;0;CZ063;;Přístřešky na posypový materiál na parc.č. 6594/4, 5624/4, 5624/3, k.ú. Habry, dodatečné stavební práce;;AGROSTAV, akciová společnost;CZ0632;czechr;24-Dec-12;2012;55249,044;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00090450;CZ46904662;0,69676;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45261000-4;0;0;CZ063;;Zastřešení inertní skládky cestmistrovství Jihlava, středisko Polná, dodatečné stavební práce;;AGROSTAV, akciová společnost;CZ0632;czechr;24-Dec-12;2012;54471,116;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00087751;CZ25963864;0,69564;Střední škola technická a řemeslná, Nový Bydžov;CZ0521;1;45000000-7;1;1;CZ052;0;„ Jednací řízení bez uveřejnění č. 2 Realizace úspor energie – zateplení budov školy (SŠTŘ Nový Bydžov) – stavební práce“;;STATING s.r.o.;CZ0524;czechr;24-Aug-12;2012;381395,86;0;negotiation;lowest price;supported body/soe ;50<x<=100
CZ00259438;CZ40233308;0,69526;Město Kraslice;CZ0413;1;45223300-9;1;1;CZ041;0;Stavební úpravy náměstí 28.října - Kraslice, Registrační číslo projektu CZ.1.09/1.2.00/29.00633 - dodatečné stavební práce - Změna č. 2;;Vodohospodářské stavby, společnost s ručením omezený;CZ0426;czechr;28-May-12;2012;15550,995;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00259438;CZ40233308;0,69518;Město Kraslice;CZ0413;1;45223300-9;1;1;CZ041;0;Stavební úpravy náměstí 28.října - Kraslice, Registrační číslo projektu CZ.1.09/1.2.00/29.00633 - dodatečné stavební práce - Změna č. 1;;Vodohospodářské stavby, společnost s ručením omezený;CZ0426;czechr;28-May-12;2012;14336,68;0;negotiation;lowest price;regional/local ;50<x<=100
CZ65349423;CZ26800527;0,69445;Úřad pro ochranu hospodářské soutěže;CZ0642;1;45213150-9;1;0;CZ064;1;Vnitřní rekonstrukce budovy pracoviště ÚOHS na tř. Kpt. Jaroše 7a, Brno - práce dle Dodatku č.2 SOD;;KROLSTAV BESKYD s.r.o.;CZ0802;czechr;17-Dec-12;2012;132706,07;0;negotiation;lowest price;national ;100<x<=500
CZ70890749;CZ25337220;0,69431;Kraj Vysočina;CZ0632;1;45000000-7;0;1;CZ063;1;Pavilon urgentní a intenzivní péče - dodatečné stavební práce IV;;PSJ, a.s.;CZ0632;czechr;3-Sep-12;2012;723905,4;0;negotiation;missing;regional/local ;100<x<=500
CZ00268810;CZ42228468;0,69184;Statutární město Hradec Králové;CZ0521;1;45211100-0;1;1;CZ052;0;Revitalizace  objektu  továrny Vertex na Centrum celoživotního vzdělávání;;S T A K O  společnost s ručením omezeným;CZ0521;czechr;17-Feb-12;2012;5599533,2;0;negotiation;lowest price;regional/local ;100<x<=500
CZ70883521;CZ13694341;0,69084;Univerzita Tomáše Bati ve Zlíně;CZ0724;1;45214420-0;1;1;;;"Laboratorní centrum Fakulty technologické - dodatečné stavební práce I.""""";;PSG-International a.s.;CZ0724;czechr;19-Jul-12;2012;87593,638;0;negotiation;lowest price;established by public law;500<x
CZ70890749;CZ25337220;0,69004;Kraj Vysočina;CZ0632;1;45000000-7;0;0;CZ063;0;Krajský úřad kraje Vysočina - Rekonstrukce kuchyně v ul. Ke Skalce - dodatečné stavební práce;;PSJ, a.s.;CZ0632;czechr;20-Jun-12;2012;64001,179;0;negotiation;missing;regional/local ;100<x<=500
CZ70890749;CZ25337220;0,6897;Kraj Vysočina;CZ0632;1;45000000-7;0;1;CZ063;1;Pavilon urgentní a intenzivní péče - dodatečné stavební práce III;;PSJ, a.s.;CZ0632;czechr;25-May-12;2012;178596,03;0;negotiation;missing;regional/local ;100<x<=500
CZ00265781;CZ62242105;0,68946;Město Žatec;CZ0424;1;45000000-7;1;0;CZ042;1;Rozvoj infrastruktury pro cestovní ruch, sportovní areál při koupališti v Žatci;;SILNICE GROUP a.s.;CZ0100;czechr;21-Nov-12;2012;37917,402;0;negotiation;lowest price;regional/local ;50<x<=100
CZ26229269;CZ49436589;0,68862;VIENNA POINT a.s.;CZ0642;1;45262690-4;2;1;;0;Vědeckotechnologický park - VIENNA POINT II - modernizace technologické haly - dodatečné práce číslo 1;;KALÁB-stavební firma, spol. s r.o.;CZ0642;czechr;25-Sep-12;2012;57130,243;0;negotiation;price plus quality;other/private ;<=10
CZ00265781;CZ62242105;0,68861;Město Žatec;CZ0424;1;45000000-7;1;0;CZ042;0;Rozvoj infrastruktury pro cestovní ruch, sportovní areál při koupališti v Žatci;;SILNICE GROUP a.s.;CZ0100;czechr;21-Nov-12;2012;15507,2;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00064581;CZ45274924;0,68856;HLAVNÍ MĚSTO PRAHA;CZ0100;1;45231220-3;0;0;CZ010;0;Stavba č. 0053 Vysočanská radiála;;EUROVIA CS, a.s.;CZ0100;czechr;23-Nov-12;2012;2977625,3;0;negotiation;missing;regional/local ;500<x
CZ00265781;CZ62242105;0,68832;Město Žatec;CZ0424;1;45000000-7;1;0;CZ042;0;Rozvoj infrastruktury pro cestovní ruch, sportovní areál při koupališti v Žatci;;SILNICE GROUP a.s.;CZ0100;czechr;21-Nov-12;2012;8061,7618;0;negotiation;lowest price;regional/local ;50<x<=100
CZ70883521;CZ13694341;0,68816;Univerzita Tomáše Bati ve Zlíně;CZ0724;1;45214420-0;1;1;;;"Laboratorní centrum Fakulty technologické - dodatečné stavební práce II.""""";;PSG-International a.s.;CZ0724;czechr;4-Aug-12;2012;1321,464;0;negotiation;lowest price;established by public law;500<x
CZ26229269;CZ49436589;0,68782;VIENNA POINT a.s.;CZ0642;1;45262690-4;2;1;;0;Vědeckotechnologický park - VIENNA POINT II - modernizace technologické haly - dodatečné práce číslo 4;;KALÁB-stavební firma, spol. s r.o.;CZ0642;czechr;25-Sep-12;2012;54864,539;0;negotiation;price plus quality;other/private ;<=10
CZ46956484;CZ49453190;0,6876;Římskokatolická farnost Velehrad;CZ0722;1;45000000-7;0;1;CZ072;;Lapidárium - kostel Nanebevzetí Panny Marie sv. Cyrila a Metoděje -  etapa II.D (zpřístupnění podzemí pro návštěvníky a stavební připravenost pro prezentaci nálezů i výstavní expozici);;DOLP stavební společnost s.r.o.;CZ0642;czechr;18-Dec-12;2012;9679,4444;0;negotiation;missing;other/private ;<=10
CZ00260231;CZ48035599;0,68651;Město Tachov;CZ0327;1;45223500-1;0;0;CZ032;;ODSTRANĚNÍ HAVARIJNÍHO STAVU OPĚRNÉ ZDI V JABLOŇOVÉ ULICI V TACHOVĚ-DODATEČNÉ STAVEBNÍ PRÁCE;;SWIETELSKY stavební s.r.o.;CZ0311;czechr;29-Nov-12;2012;6598,3033;0;negotiation;missing;regional/local ;50<x<=100
CZ00090450;CZ60932171;0,68639;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45233142-6;0;0;CZ063;0;III/34814 Lípa - průtah, dodatečné stavební práce;;Chládek a Tintěra Havlíčkův Brod, a.s.;CZ0631;czechr;8-Nov-12;2012;239651,52;0;negotiation;missing;supported body/soe ;100<x<=500
CZ70890749;CZ60932171;0,68484;Kraj Vysočina;CZ0632;1;45215100-8;0;0;CZ063;0;Nemocnice Havlíčkův Brod - emergency - dodatečné stavební práce II;;Chládek a Tintěra Havlíčkův Brod, a.s.;CZ0631;czechr;10-Oct-12;2012;46713,67;0;negotiation;missing;regional/local ;100<x<=500
CZ00064173;CZ26227525;0,68451;Fakultní nemocnice Královské Vinohrady;CZ0100;1;45000000-7;0;0;CZ01;0;Výstavba centrálních laboratoří v pavilonu G FNKV;;STARKON JIHLAVA CZ a.s.;CZ0632;czechr;30-Aug-12;2012;152525,24;0;negotiation;missing;supported body/soe ;500<x
CZ00297437;CZ25815288;0,68444;Město Český Těšín;CZ0803;1;45000000-7;3;1;CZ080;0;R 000925 - „Revitalizace obytného domu Kysucká 1821/8 a 1822/10, II. etapa - třetí vyhlášení“;;NBS Invest, a.s.;CZ0803;czechr;12-Apr-12;2012;505525,06;0;open;price plus quality;regional/local ;100<x<=500
CZ00090450;CZ26944022;0,68419;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45221119-9;0;0;CZ063;1;III/03828 Cerekvička – most 03828-1, dodatečné stavební práce;;Mitrenga-stavby, spol. s r.o.;CZ0642;czechr;3-Oct-12;2012;193722,67;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00090450;CZ60838744;0,68417;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45233142-6;0;0;CZ063;0;II/402 Stonařov průtah, dodatečné stavební práce;;STRABAG  a.s.;CZ0100;czechr;13-Nov-12;2012;247539,96;0;negotiation;missing;supported body/soe ;100<x<=500
CZ60713470;CZ25322257;0,68404;Spalovna a komunální odpady Brno, akciová společnos;CZ0642;3;45454100-5;3;0;CZ064;;Zastřešení prostoru u dotřiďovací linky;;IMOS Brno, a.s.;CZ0642;czechr;24-Sep-12;2012;761577,99;0;negotiation;price plus quality;supported body/soe ;100<x<=500
CZ00090450;CZ43005560;0,68385;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45233142-6;0;0;CZ063;0;III/35211 Poříčí - Olešenka - hr. okr. ZR, dodatečné stavební práce;;Porr (Česko) a.s.;CZ0100;czechr;19-Nov-12;2012;204443,52;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00845451;CZ45274924;0,68226;Statutární město Ostrava;CZ0806;1;45221000-2;0;0;CZ080;0;"Stavební úpravy podchodu Venuše"" - dodatek č. 2""";;EUROVIA CS, a.s.;CZ0100;czechr;11-Sep-12;2012;29099,192;0;negotiation;missing;regional/local ;500<x
CZ00098892;CZ46342796;0,68113;Fakultní nemocnice Olomouc;CZ0712;1;45000000-7;0;0;CZ071;0;Energocentrum a servrovna Fakultní nemocnice Olomouc“     dodatečné stavební práce;;OHL ŽS, a.s.;CZ0642;czechr;15-Nov-12;2012;17312,471;0;negotiation;missing;supported body/soe ;500<x
CZ70890749;CZ60932171;0,68097;Kraj Vysočina;CZ0632;1;45000000-7;0;0;CZ063;0;Nemocnice Havlíčkův Brod - emergency-dodatečné stavební práce III;;Chládek a Tintěra Havlíčkův Brod, a.s.;CZ0631;czechr;7-Nov-12;2012;8154,5732;0;negotiation;missing;regional/local ;100<x<=500
CZ00001279;CZ64948251;0,68036;STÁTNÍ TISKÁRNA CENIN, státní podnik;CZ0100;1;45213150-9;0;0;;0;Opční právo - Realizace 2. - 4. etapy PS 901 stavby Výpočetní středisko Vápenka;;ALTRON, a.s.;CZ0100;czechr;17-May-12;2012;403971,15;0;negotiation;missing;supported body/soe ;100<x<=500
CZ70890749;CZ46980059;0,67988;Kraj Vysočina;CZ0632;1;45215212-6;0;0;CZ063;1;Domov důchodců Ždírec - rekonstrukce - dodatečné stavební práce;;PKS INPOS a.s.;CZ0635;czechr;6-Mar-12;2012;134167,42;0;negotiation;missing;regional/local ;100<x<=500
CZ00300080;CZ25357522;0,6798;Obec Holasovice;CZ0805;9;45211350-7;3;0;;;Stavební úpravy RD spojené se změnou užívání – obecní dům, k.ú. Štemplovec, parc. č. 24;;DUO STAV, spol. s r.o.;CZ0805;czechr;28-Nov-12;2012;119277,93;0;negotiation;price plus quality;regional/local ;<=10
CZ00559644;CZ13694758;0,67979;Střední škola průmyslová, hotelová  a zdravotnick;CZ0722;1;45321000-3;1;1;CZ072;0;Realizace opatření úspor energie na Střední škole průmyslové, hotelové a zdravotnické Uherské Hradiště - vícepráce;;STAMOS spol. s.r.o.;CZ0722;czechr;2-Nov-12;2012;318938,97;0;negotiation;lowest price;supported body/soe ;50<x<=100
CZ44992785;CZ25322257;0,67963;Statutární město Brno;CZ0642;1;45262340-6;0;0;CZ064;0;"RN Jeneweinova a vodovod Komárov“- dodatečné změny""";;IMOS Brno, a.s.;CZ0642;czechr;13-Feb-12;2012;226176,97;0;negotiation;missing;regional/local ;500<x
CZ70890749;CZ46980059;0,67955;Kraj Vysočina;CZ0632;1;45215212-6;0;0;CZ063;1;Domov důchodců Ždírec - rekonstrukce - dodatečné stavební práce II;;PKS INPOS a.s.;CZ0635;czechr;6-Mar-12;2012;70705,691;0;negotiation;missing;regional/local ;100<x<=500
CZ70890749;CZ46980059;0,67945;Kraj Vysočina;CZ0632;1;45215212-6;0;0;CZ063;1;Domov důchodců Ždírec - rekonstrukce - dodatečné stavební práce III;;PKS INPOS a.s.;CZ0635;czechr;6-Mar-12;2012;50838,105;0;negotiation;missing;regional/local ;100<x<=500
CZ00001279;CZ64948251;0,67866;STÁTNÍ TISKÁRNA CENIN, státní podnik;CZ0100;1;45213150-9;0;0;;0;Opční právo - dodatečné úpravy ve 3. NP objektu Výpočetní středisko Vápenka;;ALTRON, a.s.;CZ0100;czechr;17-May-12;2012;81982,869;0;negotiation;missing;supported body/soe ;100<x<=500
CZ70890021;CZ46347526;0,67648;Povodí Odry, státní podnik;CZ0806;1;45246000-3;0;0;CZ080;0;Dodatečné práce - VD Šance, převedení extrémních povodní - projektové práce;;Pöyry Environment a.s.;CZ0642;czechr;5-Oct-12;2012;192613,41;0;negotiation;missing;supported body/soe ;100<x<=500
CZ70890749;CZ25337220;0,67638;Kraj Vysočina;CZ0632;1;45000000-7;0;0;CZ063;1;Krajský úřad kraje Vysočina - Rekonstrukce kuchyně v ul. Ke Skalce - dodatečné stavební práce č. 2;;PSJ, a.s.;CZ0632;czechr;15-Nov-12;2012;154888,43;0;negotiation;missing;regional/local ;100<x<=500
CZ00027383;CZ48038792;0,67588;ČESKÁ TELEVIZE;CZ0100;1;45000000-7;3;0;CZ010;0;Stavební úpravy hlavní kuchyně - dodatečné práce;;EMV s.r.o.;CZ0100;czechr;23-Jan-12;2012;37120,315;0;negotiation;price plus quality;supported body/soe ;500<x
CZ47672234;CZ47675853;0,67543;Česká průmyslová zdravotní pojišťovna;CZ0806;1;45000000-7;1;0;CZ080;0;„Rekonstrukce objektu Zalužanského 1189 - vícepráce“;;VOKD, a.s.;CZ0806;czechr;27-Nov-12;2012;896928,72;0;negotiation;lowest price;established by public law;100<x<=500
CZ70890749;CZ25337220;0,67536;Kraj Vysočina;CZ0632;1;45000000-7;0;1;CZ063;0;Úspory energie v zařízeních zřizovaných krajem Vysočina II - Nemocnice Jihlava-gynekologicko-porodnický pavilon - dodatečné stavební práce;;PSJ, a.s.;CZ0632;czechr;9-Nov-12;2012;112889,88;0;negotiation;missing;regional/local ;100<x<=500
CZ44992785;CZ46347542;0,67477;Statutární město Brno;CZ0642;1;45211360-0;0;0;CZ064;0;Rekonstrukce bytových jader v bytových domech Voroněžská 2, 3, 6, 9 a Vychodilova 12 v Městské části Brno – Žabovřesky – dodatečné stavební práce č.2;;MORAVOSTAV Brno, a.s. stavební společnost;CZ0642;czechr;26-Nov-12;2012;61600;0;negotiation;missing;regional/local ;500<x
CZ00090450;CZ25996061;0,6746;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45261000-4;0;0;CZ063;;Přístřešky na posypový materiál na parc.č. 3568/3, k.ú. Nové Město na Moravě, dodatečné stavební práce;;NEUFE, spol. s r.o.;CZ0631;czechr;24-Dec-12;2012;99689,562;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00090450;CZ25996061;0,67385;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;1;45261000-4;0;0;CZ063;;Přístřešky na posypový materiál na parc.č. 2348, k.ú. Třebíč, dodatečné stavební práce;;NEUFE, spol. s r.o.;CZ0631;czechr;24-Dec-12;2012;74031,195;0;negotiation;missing;supported body/soe ;100<x<=500
CZ00272591;CZ00014915;0,67347;Město Česká Skalice;CZ0523;1;45252126-7;1;1;CZ052;;Rozšíření zdroje pitné vody a intenzifikace úpravny vody v České Skalici;;Metrostav a.s.;CZ0100;czechr;14-Jun-12;2012;62199,883;0;negotiation;lowest price;regional/local ;25<x<=50
CZ70890749;CZ42866294;0,67321;Kraj Vysočina;CZ0632;1;45000000-7;0;0;CZ063;0;SZŠ a VOŠ zdravotnická Žďár nad Sázavou - zateplení budovy a svislé izolace;;KELTEX spol. s r. o.;CZ0642;czechr;16-Oct-12;2012;5494,4724;0;negotiation;missing;regional/local ;100<x<=500
CZ70883521;CZ00531766;0,67312;Univerzita Tomáše Bati ve Zlíně;CZ0724;1;45214420-0;2;1;CZ072;1;Vědeckotechnický park ICT - dodatečné stavební práce;;UNISTAV a.s.;CZ0642;czechr;20-Jan-12;2012;60557,746;0;negotiation;lowest price;established by public law;500<x
CZ70890749;CZ10121765;0,67256;Kraj Vysočina;CZ0632;1;45000000-7;0;1;CZ063;1;Transformace ÚSP Jinošov I. - Centrum denních aktivit a zázemí pro management, Náměšť nad Oslavou a ul. V. Nezvala;;Vlastimil Zelený;CZ0632;czechr;26-Jul-12;2012;3364,7049;0;negotiation;missing;regional/local ;100<x<=500
CZ70890749;CZ10121765;0,67255;Kraj Vysočina;CZ0632;1;45000000-7;0;1;CZ063;1;"Transformace ÚSP Jinošov I. - Dům Náměšť nad Oslavou v lokalitě Pod Křišťálovem B""""";;Vlastimil Zelený;CZ0632;czechr;26-Jul-12;2012;1078,4944;0;negotiation;missing;regional/local ;100<x<=500
CZ00064581;CZ45274924;0,67247;HLAVNÍ MĚSTO PRAHA;CZ0100;1;45213310-9;0;0;CZ010;0;Stavba č. 0065 Strahovský tunel 2. stavba (část B - hloubený tunel);;EUROVIA CS, a.s.;CZ0100;czechr;14-Aug-12;2012;1159718,9;0;negotiation;missing;regional/local ;500<x
CZ49766929;CZ48292516;0,67193;Integrovaná střední škola technická a ekonomická;CZ0413;1;45000000-7;2;1;CZ041;0;Projekt revitalizace Centra vzdělávání ISŠTE Sokolov – provádění stavby: dodatečné stavební práce dle ZL 45-86;;SYNER, s.r.o.;CZ0513;czechr;1-Jun-12;2012;497658,09;0;negotiation;lowest price;supported body/soe ;50<x<=100
