Source;Target;cri_comp;anb_name;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_name;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion
SK00326674;SK31733239;0,5484047;Obec Veľký Slavkov;45214210-5;2;1;SK041;0;Rekonštrukcia a inovácia ZŠ a MŠ, Veľký Slavkov;VOPEX, s. r. o., Trebišov;slovakia;9-Apr-09;2009;470678,51;0;open;lowest price
SK00317438;SK36294144;0,5480767;Obec Ladce;45214210-5;2;1;SK022;0;Zmena dokončenej stavby - Základná škola, Ladce;FURMET GRUP, s. r. o;slovakia;17-Feb-09;2009;448868,12;0;open;lowest price
SK00307769;SK35922737;0,5480024;Obec Beladice;45211000-9;4;0;SK023;0;Bytový dom - 2 x 18 b. j. + TV;SVS Nitra, s.r.o.,;slovakia;3-Dec-09;2009;1710258,1;1;invitation;price plus quality
SK00320439;SK36054372;0,5476525;Mesto Zvolen;45233223-8;12;0;SK032;0;Zvolen - opravy MK živičnou zmesou a zriaďovanie nových konštrukcií;SLIAČAN SK, s. r. o;slovakia;18-Mar-09;2009;418707,89;0;open;price plus quality
SK00682195;SK35889969;0,543681;Obec Dlhá;45211000-9;4;0;SK021;0;Nájomný bytový dom, Dlhá - 13 b. j. + TV;Tinama, s. r. o;slovakia;29-Apr-09;2009;661360,37;1;invitation;price plus quality
SK00306975;SK34109919;0,5394767;Obec Hontianska Vrbica;45112320-4;2;1;SK023;0;Rekultivácia skládky TKO Hontianska Vrbica;ZLATNER, spol. s r.o;slovakia;22-Aug-09;2009;1160999,5;1;invitation;lowest price
SK37870475;SK31690360;0,5335715;Prešovský samosprávny kraj;45214220-8;2;1;SK041;0;Rekonštrukcia Gymnázia, Konštantínova 2, Prešov;Dúha a. s;slovakia;19-Aug-09;2009;1661599,6;1;invitation;lowest price
SK37961608;SK34105620;0,5335647;Krajský školský úrad v Nitre;45214000-0;2;1;SK023;0;Rekonštrukcia objektu Gymnázia na Párovciach;Inpek, s.r.o;slovakia;7-Nov-09;2009;1665800,6;1;invitation;lowest price
SK00310182;SK35802570;0,533472;Mesto Bánovce nad Bebravou;45212224-2;6;0;SK022;0;Rekonštrukcia a zastrešenie zimného štadióna;HORNEX, a. s;slovakia;24-Oct-09;2009;464981,25;1;invitation;price plus quality
SK00315737;SK36378844;0,5320047;Mesto Ružomberok;45214210-5;2;1;SK031;0;Stavebné úpravy základnej školy Klačno v Ružomberku;STABIL a.s.,;slovakia;8-Dec-09;2009;1181384,2;1;invitation;lowest price
SK00330035;SK36168335;0,5308889;Obec Ľubotín;45211350-7;2;1;SK041;1;Polyfunkčné centrum Ľubotín;ARPROG, akciová spoločnosť Poprad;slovakia;21-Oct-09;2009;922750,21;1;invitation;lowest price
SK37870475;SK31690360;0,530754;Prešovský samosprávny kraj;45214220-8;2;1;SK041;0;Rekonštrukcia HA J. Andraščíka Bardejov;Dúha a.s;slovakia;11-Nov-09;2009;898515,02;1;invitation;lowest price
SK00315567;SK36824551;0,5272709;Obec Ľubeľa;45214210-5;2;1;SK032;0;Modernizácia ZŠ a MŠ Ľubeľa;AMAZONKA, s.r.o;slovakia;18-Dec-09;2009;417696,55;1;invitation;lowest price
SK00325490;SK31355161;0,5247997;Mesto Michalovce;45222110-3;4;1;SK042;0;Uzavretie a rekultivácia skládky odpadov, Lastomír;ZIPP BRATISLAVA, spol. s r. o;slovakia;13-May-09;2009;53276929;0;invitation;price plus quality
SK00305383;SK36236403;0,5051413;Mesto Dunajská Streda;45233120-6;2;0;SK021;0;Letná a zimná údržba miestnych komunikácií, údržba a oprava verejného osvetlenia na území mesta Dunajská Streda;EKOM PLUS, s. r. o;slovakia;28-Apr-09;2009;5000000;1;open;lowest price
SK00003328;SK31651402;0,4984722;Slovenská správa ciest;45000000-7;2;0;SK041;1;I/15 Stropkov - rekonštrukcia vozovky;Inžinierske stavby, a.s;slovakia;4-Sep-09;2009;1152221,1;1;open;lowest price
SK00309745;SK14410923;0,4981126;Mesto Myjava;45231300-8;2;1;SK022;0;Vybudovanie vodovodu Malejov;Ing. Marián Sahul STAVEKO;slovakia;28-May-09;2009;1069034,2;1;open;lowest price
SK00696854;SK36548707;0,496999;Domov dôchodcov a Domov sociálnych služieb;45215212-6;2;1;SK042;0;Rekonštrukcia - Inštalácia slnečných kolektorov a zateplenie budovy DDaDSS v Barci;AB STAV, s. r. o;slovakia;16-Jun-09;2009;837083,5;1;open;lowest price
SK00315699;SK36440906;0,4954427;Obec Podtureň;45211000-9;2;0;SK031;0;Bytové domy, Podtureň, 2. etapa - 2 x 14 b. j. - dostavba;LUZK, s. r. o;slovakia;26-May-09;2009;594729,12;1;open;lowest price
SK00306363;SK36521671;0,49501;Obec Bajč;45212000-6;6;1;SK023;1;SO 01 - rekonštrukcia kultúrneho domu, Bajč, SO 02 - prípojka vody, SO 03 - kanalizačná prípojka, SO 04 - prípojka plynu, SO 05 - elektrická prípojka a športovo-relaxačný park;MOSAP, a. s;slovakia;19-Mar-09;2009;540821,82;1;open;price plus quality
SK00322865;SK31714030;0,4939554;Obec Čabalovce;45232421-9;2;0;SK041;0;Odkanalizovanie a čistenie odpadových vôd Čabalovce;EKOSERVIS SLOVENSKO, s. r. o;slovakia;17-Jun-09;2009;428998,48;1;open;lowest price
SK35829052;SK47916044;0,4931859;Slovenské elektrárne, a.s;45251110-5;2;0;SK023;;Projekt dostavby 3. a 4. bloku JE Mochovce - M02 Modernizácia existujúcich vysokotlakých a nízkotlakých predhrievačov a pomocných chladičov - tepelných výmenníkov;ALSTOM s.r.o;slovakia;2-Jul-09;2009;14357489;0;negotiation;lowest price
SK00323586;SK36191892;0,4872138;Obec Stakčínska Roztoka;45246000-3;2;1;SK041;0;Stakčínská Rozroka - úprava potoka Oľchovec, II. etapa;Chemkostav a.s;slovakia;22-Oct-09;2009;3849845;1;invitation;lowest price
SK35919001;SK31333320;0,4869605;Národná diaľničná spoločnosť, a.s;45220000-5;2;0;SK03;0;D1 Višňové - Dubná Skala, tunel Višňové - portálové oblasti, sanácia a zaistenie východného portálu;Doprastav, a. s;slovakia;16-Apr-09;2009;5406772,9;0;negotiation;lowest price
SK00322954;SK31684343;0,4854742;Obec Habura;45246000-3;2;1;SK041;0;Protipovodňová ochrana miestnych komunikácií v obci Habura;"Združenie Betpres - Chemkostav""""";slovakia;2-Dec-09;2009;1855139,2;1;invitation;lowest price
SK00306525;SK34116711;0,4837118;Mesto Komárno;45262500-6;2;0;SK023;0;Nájomné byty - Blok C-4, 78 b. j., sídlisko Bašty I, Komárno;JUVIS, spol. s r. o;slovakia;20-Apr-09;2009;3247854,6;0;negotiation;lowest price
SK00327379;SK00155764;0,4822872;Mesto Lipany;45246400-7;2;1;SK041;0;Lipany bez povodní - preventívne opatrenia na ochranu pre povodňami podľa PD: Úprava verejných plôch a priestranstiev - vodného toku a vybudovanie vodnej plochy - Lipany;PEhAES, a.s;slovakia;9-Jul-09;2009;920354,95;1;invitation;lowest price
SK00691135;SK31651518;0,481251;Mesto Košice;45213280-9;2;1;SK042;0;Kompostáreň bioodpadov mesta Košice - výroba kompostu, Bernátovce;EUROVIA - Cesty, a.s;slovakia;1-Sep-09;2009;3826193,9;1;invitation;lowest price
SK00699021;SK36545198;0,4802159;Ministerstvo zahraničných vecí Slovenskej republiky;45331230-7;2;0;SK010;0;Doplnenie a inštalovanie chladiacich zariadení v budove MZV SR;KLIMAK, s.r.o;slovakia;2-Oct-09;2009;827862,99;1;invitation;lowest price
SK00699021;SKHRB110;0,4788148;Ministerstvo zahraničných vecí Slovenskej republiky;45000000-7;2;0;DE30;1;Výstavba objektu zastupiteľského úradu SR v Berlíne;Ed. Züblin AG, Direktion Stuttgart/Komplettbau, Bereich Be;slovakia;27-May-09;2009;7895000;0;negotiation;lowest price
SK37996380;SK31625088;0,4766177;Združenie obcí Bioenergia Bystricko;45210000-2;2;1;SK032;0;Rekonštrukcia kotolní obecných budov v okolí Banskej Bystrice zo súčasného spôsobu vykurovania na biomasu;Fabian & Vaňko, s. r. o;slovakia;12-Feb-09;2009;5610048,3;0;negotiation;lowest price
SK00612031;SK34119442;0,4764674;Mesto Piešťany;45214210-5;2;1;SK021;0;ZŠ Brezová ul. Piešťany energetické úpravy;BK group, a. s;slovakia;23-May-09;2009;1343480,3;1;invitation;lowest price
SK00314072;SK30228883;0,4760047;Mesto Krásno nad Kysucou;45214210-5;2;1;SK031;0;Nadstavba, rekonštrukcia a modernizácia objektov ZŠ Mládežnícka v Krásne nad Kysucou;STaS, spol. s r. o;slovakia;21-May-09;2009;1213669,5;1;invitation;lowest price
SK00329398;SK36670707;0,4757124;Obec Nálepkovo;45214200-2;2;1;SK042;0;Prístavba hlavného vstupu a rekonštrukcia základnej školy a materskej školy v Nálepkove;Skupina dodávateľov ALLBUILD s.r.o., ViOn, a.s;slovakia;17-Oct-09;2009;1135910;1;invitation;lowest price
SK00321711;SK31634770;0,4757099;Obec Varín;45214220-8;2;1;SK031;0;Stavebné úpravy objektov ZŠ a MŠ, Varín;Slovpanel, a. s;slovakia;20-May-09;2009;1137568,3;1;invitation;lowest price
SK37808427;SK36404322;0,4748673;Žilinský samosprávny kraj;45214220-8;2;1;SK031;0;Nadstavba, zateplenie budov, výmena okien, zníženie energetickej náročnosti Združenej strednej školy drevárskej, Krásno nad Kysucou;Konzorcium I.B.S., spol. s r.o. a Tercia, spol. s r.o;slovakia;18-Jul-09;2009;944443,27;1;invitation;lowest price
SK00326607;SK36168335;0,4743499;Mesto Svit;45214210-5;2;1;SK041;1;Základná škola, Mierová ulica, Svit. Rekonštrukcia;ARPROG-COMBIN združenie firiem (ARPROG, akciová spoločno;slovakia;23-May-09;2009;843837,02;1;invitation;lowest price
SK00306011;SK36228427;0,4743288;Obec Jelka;45214210-5;2;1;SK021;0;Rekonštrukcia základnej školy, Jelka;BALA akciová spoločnosť;slovakia;12-Dec-09;2009;839929,74;1;invitation;lowest price
SK00315737;SK31634770;0,4728323;Mesto Ružomberok;45212410-3;2;0;SK031;0;Nájomné byty s nižším štandardom 36 b. j. bloky, A1, A2, A3, A4 - Ružomberok - Rybárpolská ulica;Slovpanel, a.s;slovakia;11-Sep-09;2009;602218,4;1;invitation;lowest price
SK00308536;SK36526185;0,4727545;Obec Topoľčianky;45214210-5;2;1;SK023;0;ZŠ Litoměřická 32 - Topoľčianky - rekonštrukcia;ViOn, a. s;slovakia;12-Jun-09;2009;594407,13;1;invitation;lowest price
SK00314129;SK36377902;0,4726982;Obec Makov;45214210-5;2;1;SK031;0;Školské budovy Makov - rekonštrukcia;B a B spol. s r.o;slovakia;3-Oct-09;2009;585917,75;1;invitation;lowest price
SK00316181;SK36031534;0,4723285;Mesto Lučenec;45214100-1;2;1;SK032;0;Stavebné úpravy športových plôch, rek. strechy, opravy fasády a výmena okien - ZŠ a MŠ Kubínyiho;PS-NOVOPS, a. s;slovakia;9-Jul-09;2009;540776,57;1;invitation;lowest price
SK00315559;SK36378844;0,4721135;Obec Lisková;45214210-5;2;1;SK031;0;Nadstavba ZŠ s prístavbou, zateplením a výmenou okien, ZŠ Lisková;Stabil, a.s;slovakia;9-Sep-09;2009;514272,44;1;invitation;lowest price
SK00311928;SK36750654;0,4716814;Obec Podolie;45214210-5;2;1;SK022;0;Rekonštrukcia a modernizácia ZŠ Podolie;M.D.P. - Trade, s.r.o;slovakia;3-Sep-09;2009;467716,89;1;invitation;lowest price
SK00328537;SK36004073;0,4709954;Obec Muráň;45214210-5;2;1;SK032;0;Oprava a modernizácia Základnej školy s materskou školou, Muráň;SIROŇ plus, s.r.o;slovakia;23-Sep-09;2009;402297,7;1;invitation;lowest price
SK00330035;SK36168335;0,4709843;Obec Ľubotín;45214210-5;2;1;SK041;1;ZŠ s MŠ Ľubotín - zníženie energetickej náročnosti a nadstavba ZŠ;ARPROG, akciová spoločnosť Poprad;slovakia;12-Aug-09;2009;570077,38;1;invitation;lowest price
SK31586392;SK37755609;0,4709043;SPOOL, a.s;45000000-7;2;0;SK032;0;Obnova bytového domu MS - 5, 112 b. j., Rúbanisko I, vchod č.: 1 - 8, Lučenec;Karol Báťka - Stavmonta;slovakia;28-Dec-09;2009;561843,35;1;invitation;lowest price
SK00331007;SK31708722;0,4707935;Mesto Stropkov;45214210-5;2;1;SK041;0;Rekonštrukcia ZŠ Hrnčiarska, Stropkov;Podielnické družstvo ONDAVA Stropkov;slovakia;30-Oct-09;2009;385625;1;invitation;lowest price
SK31586392;SK31588794;0,4705639;SPOOL, a.s;45000000-7;2;0;SK032;0;Obnova bytového domu Rúbanisko II, č. 20 - 26, 105 b. j., T06 B, Lučenec;COSTRUO, spol. s r.o;slovakia;29-Dec-09;2009;521371,97;1;invitation;lowest price
SK00325490;SK31662919;0,469738;Mesto Michalovce;45112700-2;2;0;SK042;0;Michalovce - Sídlisko Východ - Verejné priestranstvá - II. etapa;SCORP, spol. s r.o;slovakia;3-Dec-09;2009;363060,56;0;negotiation;lowest price
SK31586392;SK36034932;0,4693863;SPOOL, a.s;45000000-7;2;0;SK032;0;Obnova bytového domu T 06B - BB - R, 104 b. j., Rúbanisko II, vchod č.: 71 - 75, Lučenec;SET- MONT, s.r.o;slovakia;28-Dec-09;2009;402549,1;1;invitation;lowest price
SK00314099;SK36397971;0,4693641;Mesto Kysucké Nové Mesto;45210000-2;2;0;SK031;0;Bytový dom - Cesta do Rudiny, Kysucké Nové Mesto;STAVEBNÁ MECHANIZÁCIA, s.r.o;slovakia;15-Oct-09;2009;399787,4;1;invitation;lowest price
SK30845572;SK31427006;0,4673521;Ministerstvo obrany Slovenskej republiky, Sekcia majetk;45000000-7;2;0;SK01;0;Kuchyňa - nabíjacia stanica;K.P.A., a. s;slovakia;18-Aug-09;2009;1303389,9;0;negotiation;lowest price
SK36126624;SK36394645;0,4671711;Trenčiansky samosprávny kraj;45233140-2;2;0;SK022;0;Rekonštrukcia cesty č. II/574 - Diviaky nad Nitricou - havária;MBM-STAV, s. r. o;slovakia;24-Jun-09;2009;1270725,1;0;negotiation;lowest price
SK00313211;SK34128344;0,4654126;Obec Zeleneč;45231300-8;2;1;SK021;0;Zeleneč - rozšírenie skupinového vodovodu;Cesty Nitra, a. s;slovakia;9-Jun-09;2009;964365,78;0;negotiation;lowest price
SK31936415;SK36014354;0,4647616;Ústredná vojenská nemocnica SNP;45000000-7;2;0;SK031;0;Stavebné práce a úpravy, ktoré neboli predmetom dokumentácie na výber dodávateľa rekonštrukcie a prístavby chirurgického pavilónu a sú súčasťou realizačnej projektovej dokumentácie;SimKor, s.r.o;slovakia;23-Jan-09;2009;873356,51;0;negotiation;lowest price
SK00327735;SK00155764;0,4643373;Mesto Sabinov;45211000-9;2;0;SK041;0;Bytový dom za poliklinikou;PEhAES, a. s;slovakia;24-Jan-09;2009;817127,29;0;negotiation;lowest price
SK00309281;SK34107100;0,4641873;Obec Svodín;45000000-7;2;0;SK023;1;Nájomné byty, Svodín;PROSPECT, spol. s r. o;slovakia;31-Jan-09;2009;798114,65;0;negotiation;lowest price
SK30232295;SK36295981;0,4639308;Univerzita Mateja Bela v Banskej Bystrici;45000000-7;4;0;SK032;0;Drobné stavebné opravy a úpravy objektov v správe UMB Banská Bystrica;PDP, s.r.o;slovakia;21-Aug-09;2009;15272,934;0;other/framework;price plus quality
SK00306312;SK17593808;0,4610201;Obec Vlčany;45211000-9;2;0;SK023;0;Bytový dom - prestavba 7 b. j., nadstavba 7 b. j., Vlčany;Peter Takács - PERFEKTA;slovakia;13-Mar-09;2009;484145,91;0;negotiation;lowest price
SK00321028;SK36390151;0,460691;Obec Štiavnické Bane;45232151-5;2;0;SK032;0;Rekonštrukcia a rozšírenie obecného vodovodu v obci Štiavnické Bane;OMOSS spol. s r.o;slovakia;25-Jul-09;2009;459326,33;0;negotiation;lowest price
SK00321125;SK36236420;0,4602978;Mesto Žiar nad Hronom;45233161-5;2;0;SK032;0;Rekonštrukcia verejného osvetlenia v meste Žiar nad Hronom - doplňujúce práce;KESAT spol.s.r.o;slovakia;25-Aug-09;2009;430979,71;0;negotiation;lowest price
SK00738344;SK31559182;0,4580976;Ústav na výkon trestu odňatia slobody a ústav na ;45216113-9;2;0;SK022;1;Čiastková zmena v rekonštrujkcii objektu č. 5 v rámci rekonštrukcie objektu č. 5,8, a prístavby objektu č. 8;DOSS, spol. s. r. o., Žilina;slovakia;6-Mar-09;2009;306101,32;0;negotiation;lowest price
SK00698393;SK17320429;0,4321485;Generálny investor Bratislavy (GIB);45212211-8;2;0;SK01;1;"Rekonštrukcia Zimného štadióna O. Nepelu"" v MČ Bratislava - Nové Mesto""";INGSTEEL, spol. s r. o;slovakia;14-May-09;2009;62455683;0;invitation;lowest price
SK00165182;SK36526185;0,4310407;Ministerstvo kultúry Slovenskej republiky;45212300-9;4;1;SK;0;Rekonštrukcia budovy Slovenskej filharmónie - Reduty;ViOn, a.s. líder skupiny dodávateľov, VILLARD - reštaur;slovakia;14-Nov-09;2009;15013861;0;invitation;price plus quality
SK00312088;SK31619959;0,425687;Mesto Trenčianske Teplice;45112300-8;2;1;SK022;1;Uzavretie a rekultivácia skládky odpadov Trenčianske Teplice - Kaňová;INGPORS, s. r. o;slovakia;3-Jun-09;2009;4329016,1;0;invitation;lowest price
SK17336007;SK34105620;0,4245238;Fakultná nemocnica Nitra;45215100-8;2;1;SK023;0;Liečebný pavilón;Inpek, s.r.o;slovakia;22-Oct-09;2009;18846148;0;invitation;lowest price
SK00330167;SK31712673;0,4241221;Mesto Stará Ľubovňa;45213250-0;6;1;SK041;1;Kompostáreň, Stará Ľubovňa;SH TRADE, s.r.o., Košice;slovakia;9-Oct-09;2009;1911385,8;1;open;price plus quality
SK00165182;SK36526185;0,4210198;Ministerstvo kultúry Slovenskej republiky;45212300-9;4;1;SK;0;Rekonštrukcia budovy Slovenskej filharmónie - Reduty;ViOn, a.s. líder skupiny dodávateľov, VILLARD - reštaur;slovakia;14-Nov-09;2009;3117125,8;0;invitation;price plus quality
SK35850370;SK31321275;0,4191383;Bratislavská vodárenská spoločnosť, a.s;45213150-9;2;0;SK010;1;Prešovská ulica, rekonštrukcia areálu a administratívnej budovy BVS, a.s;SIBAMAC, a.s;slovakia;10-Nov-09;2009;8120940,2;0;invitation;lowest price
SK00306452;SK31412157;0,418753;Mesto Hurbanovo;45112320-4;8;1;SK023;0;Hurbanovo, skládka TKO - rekultivácia skládky;Vodomont - Vodohospodárske stavby, a. s;slovakia;22-Apr-09;2009;1457235,6;0;invitation;price plus quality
SK00397482;SK31628541;0,415533;Slovenská poľnohospodárska univerzita v Nitre;45214400-4;2;1;SK023;0;Zateplenie a prístavba objektov SPU;SATES, a. s;slovakia;5-May-09;2009;4608329,4;0;invitation;lowest price
SK00311413;SK42053561;0,4148673;Obec Beckov;45212350-4;2;1;SK022;0;Geotechnická sanácia skalných masívov v podzákladí hradných murív, statické zabezpečenie a sanácia hradných murív a pamiatková obnova hradu Beckov v štýle torzálnej architektúry;STAROMAG;slovakia;10-Feb-09;2009;4163794,4;0;invitation;lowest price
SK00332399;SK31690360;0,413915;Mesto Hanušovce nad Topľou;45222110-3;2;1;SK041;0;Rekultivácia skládky, Hanušovce nad Topľou;Dúha, a.s;slovakia;30-Dec-09;2009;711548,84;1;invitation;lowest price
SK00699021;SK31643841;0,4122163;Ministerstvo zahraničných vecí Slovenskej republiky;45000000-7;4;0;FR101;0;Rekonštrukcia budov a areálu ZÚ SR, Paríž - realizácia;Stavomontáže Žilina, a. s;slovakia;14-Jan-09;2009;2747107;0;invitation;price plus quality
SK00325228;SK36198731;0,412018;Obec Inovce;45246400-7;6;1;SK042;0;Regulácia potoka Inovce;EKOTECHNIKA PLUS, s. r. o., Michalovce;slovakia;10-Feb-09;2009;508631,33;0;invitation;price plus quality
SK00311413;SK42053561;0,4103811;Obec Beckov;45212350-4;2;1;SK022;0;Geotechnická sanácia skalných masívov v podzákladí hradných murív, statické zabezpečenie a sanácia hradných murív a pamiatková obnova hradu Beckov v štýle torzálnej architektúry;STAROMAG;slovakia;10-Feb-09;2009;2059865,8;0;invitation;lowest price
SK00321842;SK36490733;0,4100682;Mesto Bardejov;45454000-4;2;0;SK04;0;Obnova mestského opevnenia a jeho zapojenie do infraštruktúry mesta Bardejov, (severná časť západný úsek);DUOMONT, s.r.o;slovakia;24-Oct-09;2009;521651,84;1;open;lowest price
SK00317667;SK36328375;0,4092794;Mesto Považská Bystrica;45215214-0;2;0;SK022;0;Dva nájomné bytové domy;HANT BA, a. s;slovakia;19-Feb-09;2009;1732933,6;0;invitation;lowest price
SK00317667;SK36328375;0,4089797;Mesto Považská Bystrica;45215214-0;2;0;SK022;0;Dva nájomné bytové domy;HANT BA, a. s;slovakia;19-Feb-09;2009;1653329;0;invitation;lowest price
SK00329061;SK31631134;0,4088162;Mesto Gelnica;45214210-5;6;1;SK042;0;Základná škola - Grundschule, Gelnica - rekonštrukcia;COMBIN Banská Štiavnica, s. r. o;slovakia;16-Mar-09;2009;1606641,4;0;invitation;price plus quality
SK00319651;SK31631134;0,408768;Mesto Veľký Krtíš;45214210-5;2;1;SK032;0;Zateplenie a modernizácia Základnej školy na Ulici J. A. Komenského vo Veľkom Krtíši;COMBIN BANSKÁ ŠTIAVNICA, s. r. o;slovakia;19-Feb-09;2009;1599326,8;0;invitation;lowest price
SK00327212;SK31653537;0,4082426;Obec Jarovnice;45211340-4;2;0;SK041;0;Byty nižšieho štandardu, 4 x 18 b. j. - Jarovnice - osada;FELDOM, s.r.o;slovakia;24-Sep-09;2009;1927603,5;1;open;lowest price
SK00327379;SK35972297;0,4080054;Mesto Lipany;45214210-5;6;1;SK041;0;Lipany - ZŠ, Komenského 113, stavebné úpravy - modernizácia;EURO -ŠTUKONZ, s. r. o;slovakia;9-Apr-09;2009;1413328,7;0;invitation;price plus quality
SK00313271;SK31622216;0,407649;Mesto Banská Bystrica;45421132-8;2;0;SK032;1;Základná škola, Skuteckého ulica č. 8, Banská Bystrica - stavebné úpravy, okná, strecha, kotolňa a iné - rekonštrukcia;TRUA, s. r. o;slovakia;20-Aug-09;2009;306335,94;1;open;lowest price
SK37906160;SK32242280;0,4073128;Krajský školský úrad v Žiline;45214220-8;2;1;SK031;0;Zvýšenie energetickej efektívnosti stavebnými úpravami hlavnej budovy Gymnázia J. M. Hurbana v Čadci;Miloš Buček - Tempro;slovakia;24-Mar-09;2009;1269091,2;0;invitation;lowest price
SK00319562;SK33252459;0,4065307;Obec Slovenské Ďarmoty;45211000-9;2;0;SK032;1;Novostavba obecných nájomných bytov - 16 b. j. v obci Slovenské Ďarmoty;Jozef Šaranko, S-TEAM;slovakia;16-Apr-09;2009;1121423,6;0;invitation;lowest price
